Epidemiology Wk,Start,End,Disease,Cases
141,8/9/2019,14/9/2019,Typhoid ,1
142,15/9/2019,21/9/2019,Typhoid ,0
143,22/9/2019,28/9/2019,Typhoid ,1
144,29/9/2019,5/10/2019,Typhoid ,2
145,6/10/2019,12/10/2019,Typhoid ,0
146,13/10/2019,19/10/2019,Typhoid ,0
147,20/10/2019,26/10/2019,Typhoid ,1
148,27/10/2019,2/11/2019,Typhoid ,0
149,3/11/2019,9/11/2019,Typhoid ,1
150,10/11/2019,16/11/2019,Typhoid ,1
151,17/11/2019,23/11/2019,Typhoid ,2
152,24/11/2019,30/11/2019,Typhoid ,1
153,1/12/2019,7/12/2019,Typhoid ,0
154,8/12/2019,14/12/2019,Typhoid ,5
155,15/12/2019,21/12/2019,Typhoid ,0
156,22/12/2019,28/12/2019,Typhoid ,0
157,29/12/2019,4/1/2020,Typhoid ,1
158,5/1/2020,11/1/2020,Typhoid ,2
159,12/1/2020,18/1/2020,Typhoid ,2
160,19/1/2020,25/1/2020,Typhoid ,3
161,26/1/2020,1/2/2020,Typhoid ,1
162,2/2/2020,8/2/2020,Typhoid ,1
163,9/2/2020,15/2/2020,Typhoid ,0
164,16/2/2020,22/2/2020,Typhoid ,1
165,23/2/2020,29/2/2020,Typhoid ,1
166,1/3/2020,7/3/2020,Typhoid ,1
167,8/3/2020,14/3/2020,Typhoid ,3
168,15/3/2020,21/3/2020,Typhoid ,2
169,22/3/2020,28/3/2020,Typhoid ,0
170,29/3/2020,4/4/2020,Typhoid ,3
171,5/4/2020,11/4/2020,Typhoid ,0
172,12/4/2020,18/4/2020,Typhoid ,2
173,19/4/2020,25/4/2020,Typhoid ,1
174,26/4/2020,2/5/2020,Typhoid ,1
175,3/5/2020,9/5/2020,Typhoid ,0
176,10/5/2020,16/5/2020,Typhoid ,0
177,17/5/2020,23/5/2020,Typhoid ,1
178,24/5/2020,30/5/2020,Typhoid ,0
179,31/5/2020,6/6/2020,Typhoid ,0
180,7/6/2020,13/6/2020,Typhoid ,0
181,14/6/2020,20/6/2020,Typhoid ,0
182,21/6/2020,27/6/2020,Typhoid ,0
183,28/6/2020,4/7/2020,Typhoid ,0
184,5/7/2020,11/7/2020,Typhoid ,0
185,12/7/2020,18/7/2020,Typhoid ,0
186,19/7/2020,25/7/2020,Typhoid ,0
187,26/7/2020,1/8/2020,Typhoid ,0
188,2/8/2020,8/8/2020,Typhoid ,1
189,9/8/2020,15/8/2020,Typhoid ,0
190,16/8/2020,22/8/2020,Typhoid ,1
191,23/8/2020,29/8/2020,Typhoid ,0
192,30/8/2020,5/9/2020,Typhoid ,0
193,6/9/2020,12/9/2020,Typhoid ,0
194,13/9/2020,19/9/2020,Typhoid ,0
195,20/9/2020,26/9/2020,Typhoid ,1
196,27/9/2020,3/10/2020,Typhoid ,1
197,4/10/2020,10/10/2020,Typhoid ,0
198,11/10/2020,17/10/2020,Typhoid ,0
199,18/10/2020,24/10/2020,Typhoid ,0
200,25/10/2020,31/10/2020,Typhoid ,0
201,1/11/2020,7/11/2020,Typhoid ,0
202,8/11/2020,14/11/2020,Typhoid ,0
203,15/11/2020,21/11/2020,Typhoid ,0
204,22/11/2020,28/11/2020,Typhoid ,0
205,29/11/2020,5/12/2020,Typhoid ,0
206,6/12/2020,12/12/2020,Typhoid ,0
207,13/12/2020,19/12/2020,Typhoid ,0
208,20/12/2020,26/12/2020,Typhoid ,0
209,27/12/2020,2/1/2021,Typhoid ,0
1,1/1/2017,7/1/2017,Acute Viral Hepatitis A,2
2,8/1/2017,14/1/2017,Acute Viral Hepatitis A,0
3,15/1/2017,21/1/2017,Acute Viral Hepatitis A,2
4,22/1/2017,28/1/2017,Acute Viral Hepatitis A,1
5,29/1/2017,4/2/2017,Acute Viral Hepatitis A,1
6,5/2/2017,11/2/2017,Acute Viral Hepatitis A,5
7,12/2/2017,18/2/2017,Acute Viral Hepatitis A,0
8,19/2/2017,25/2/2017,Acute Viral Hepatitis A,0
9,26/2/2017,4/3/2017,Acute Viral Hepatitis A,2
10,5/3/2017,11/3/2017,Acute Viral Hepatitis A,0
11,12/3/2017,18/3/2017,Acute Viral Hepatitis A,2
12,19/3/2017,25/3/2017,Acute Viral Hepatitis A,2
13,26/3/2017,1/4/2017,Acute Viral Hepatitis A,3
14,2/4/2017,8/4/2017,Acute Viral Hepatitis A,2
15,9/4/2017,15/4/2017,Acute Viral Hepatitis A,2
16,16/4/2017,22/4/2017,Acute Viral Hepatitis A,4
17,23/4/2017,29/4/2017,Acute Viral Hepatitis A,4
18,30/4/2017,6/5/2017,Acute Viral Hepatitis A,2
19,7/5/2017,13/5/2017,Acute Viral Hepatitis A,1
20,14/5/2017,20/5/2017,Acute Viral Hepatitis A,2
21,21/5/2017,27/5/2017,Acute Viral Hepatitis A,1
22,28/5/2017,3/6/2017,Acute Viral Hepatitis A,3
23,4/6/2017,10/6/2017,Acute Viral Hepatitis A,1
24,11/6/2017,17/6/2017,Acute Viral Hepatitis A,1
25,18/6/2017,24/6/2017,Acute Viral Hepatitis A,0
26,25/6/2017,1/7/2017,Acute Viral Hepatitis A,2
27,2/7/2017,8/7/2017,Acute Viral Hepatitis A,0
28,9/7/2017,15/7/2017,Acute Viral Hepatitis A,1
29,16/7/2017,22/7/2017,Acute Viral Hepatitis A,2
30,23/7/2017,29/7/2017,Acute Viral Hepatitis A,2
31,30/7/2017,5/8/2017,Acute Viral Hepatitis A,2
32,6/8/2017,12/8/2017,Acute Viral Hepatitis A,2
33,13/8/2017,19/8/2017,Acute Viral Hepatitis A,2
34,20/8/2017,26/8/2017,Acute Viral Hepatitis A,1
35,27/8/2017,2/9/2017,Acute Viral Hepatitis A,0
36,3/9/2017,9/9/2017,Acute Viral Hepatitis A,2
37,10/9/2017,16/9/2017,Acute Viral Hepatitis A,1
38,17/9/2017,23/9/2017,Acute Viral Hepatitis A,3
39,24/9/2017,30/9/2017,Acute Viral Hepatitis A,0
40,1/10/2017,7/10/2017,Acute Viral Hepatitis A,0
41,8/10/2017,14/10/2017,Acute Viral Hepatitis A,2
42,15/10/2017,21/10/2017,Acute Viral Hepatitis A,5
43,22/10/2017,28/10/2017,Acute Viral Hepatitis A,1
44,29/10/2017,4/11/2017,Acute Viral Hepatitis A,1
45,5/11/2017,11/11/2017,Acute Viral Hepatitis A,1
46,12/11/2017,18/11/2017,Acute Viral Hepatitis A,1
47,19/11/2017,25/11/2017,Acute Viral Hepatitis A,0
48,26/11/2017,2/12/2017,Acute Viral Hepatitis A,3
49,3/12/2017,9/12/2017,Acute Viral Hepatitis A,2
50,10/12/2017,16/12/2017,Acute Viral Hepatitis A,1
51,17/12/2017,23/12/2017,Acute Viral Hepatitis A,1
52,24/12/2017,30/12/2017,Acute Viral Hepatitis A,0
53,31/12/2017,6/1/2018,Acute Viral Hepatitis A,1
54,7/1/2018,13/1/2018,Acute Viral Hepatitis A,1
55,14/1/2018,20/1/2018,Acute Viral Hepatitis A,1
56,21/1/2018,27/1/2018,Acute Viral Hepatitis A,0
57,28/1/2018,3/2/2018,Acute Viral Hepatitis A,1
58,4/2/2018,10/2/2018,Acute Viral Hepatitis A,1
59,11/2/2018,17/2/2018,Acute Viral Hepatitis A,2
60,18/2/2018,24/2/2018,Acute Viral Hepatitis A,2
61,25/2/2018,3/3/2018,Acute Viral Hepatitis A,0
62,4/3/2018,10/3/2018,Acute Viral Hepatitis A,1
63,11/3/2018,17/3/2018,Acute Viral Hepatitis A,2
64,18/3/2018,24/3/2018,Acute Viral Hepatitis A,2
65,25/3/2018,31/3/2018,Acute Viral Hepatitis A,1
66,1/4/2018,7/4/2018,Acute Viral Hepatitis A,1
67,8/4/2018,14/4/2018,Acute Viral Hepatitis A,2
68,15/4/2018,21/4/2018,Acute Viral Hepatitis A,1
69,22/4/2018,28/4/2018,Acute Viral Hepatitis A,0
70,29/4/2018,5/5/2018,Acute Viral Hepatitis A,1
71,6/5/2018,12/5/2018,Acute Viral Hepatitis A,2
72,13/5/2018,19/5/2018,Acute Viral Hepatitis A,3
73,20/5/2018,26/5/2018,Acute Viral Hepatitis A,0
74,27/5/2018,2/6/2018,Acute Viral Hepatitis A,3
75,3/6/2018,9/6/2018,Acute Viral Hepatitis A,3
76,10/6/2018,16/6/2018,Acute Viral Hepatitis A,3
77,17/6/2018,23/6/2018,Acute Viral Hepatitis A,1
78,24/6/2018,30/6/2018,Acute Viral Hepatitis A,0
79,1/7/2018,7/7/2018,Acute Viral Hepatitis A,7
80,8/7/2018,14/7/2018,Acute Viral Hepatitis A,1
81,15/7/2018,21/7/2018,Acute Viral Hepatitis A,1
82,22/7/2018,28/7/2018,Acute Viral Hepatitis A,1
83,29/7/2018,4/8/2018,Acute Viral Hepatitis A,0
84,5/8/2018,11/8/2018,Acute Viral Hepatitis A,1
85,12/8/2018,18/8/2018,Acute Viral Hepatitis A,1
86,19/8/2018,25/8/2018,Acute Viral Hepatitis A,4
87,26/8/2018,1/9/2018,Acute Viral Hepatitis A,1
88,2/9/2018,8/9/2018,Acute Viral Hepatitis A,1
89,9/9/2018,15/9/2018,Acute Viral Hepatitis A,2
90,16/9/2018,22/9/2018,Acute Viral Hepatitis A,0
91,23/9/2018,29/9/2018,Acute Viral Hepatitis A,1
92,30/9/2018,6/10/2018,Acute Viral Hepatitis A,2
93,7/10/2018,13/10/2018,Acute Viral Hepatitis A,0
94,14/10/2018,20/10/2018,Acute Viral Hepatitis A,0
95,21/10/2018,27/10/2018,Acute Viral Hepatitis A,1
96,28/10/2018,3/11/2018,Acute Viral Hepatitis A,0
97,4/11/2018,10/11/2018,Acute Viral Hepatitis A,1
98,11/11/2018,17/11/2018,Acute Viral Hepatitis A,0
99,18/11/2018,24/11/2018,Acute Viral Hepatitis A,0
100,25/11/2018,1/12/2018,Acute Viral Hepatitis A,0
101,2/12/2018,8/12/2018,Acute Viral Hepatitis A,2
102,9/12/2018,15/12/2018,Acute Viral Hepatitis A,6
103,16/12/2018,22/12/2018,Acute Viral Hepatitis A,6
104,23/12/2018,29/12/2018,Acute Viral Hepatitis A,1
105,30/12/2018,5/1/2019,Acute Viral Hepatitis A,5
106,6/1/2019,12/1/2019,Acute Viral Hepatitis A,2
107,13/1/2019,19/1/2019,Acute Viral Hepatitis A,1
108,20/1/2019,26/1/2019,Acute Viral Hepatitis A,1
109,27/1/2019,2/2/2019,Acute Viral Hepatitis A,1
110,3/2/2019,9/2/2019,Acute Viral Hepatitis A,3
111,10/2/2019,16/2/2019,Acute Viral Hepatitis A,0
112,17/2/2019,23/2/2019,Acute Viral Hepatitis A,2
113,24/2/2019,2/3/2019,Acute Viral Hepatitis A,1
114,3/3/2019,9/3/2019,Acute Viral Hepatitis A,0
115,10/3/2019,16/3/2019,Acute Viral Hepatitis A,1
116,17/3/2019,23/3/2019,Acute Viral Hepatitis A,0
117,24/3/2019,30/3/2019,Acute Viral Hepatitis A,1
118,31/3/2019,6/4/2019,Acute Viral Hepatitis A,2
119,7/4/2019,13/4/2019,Acute Viral Hepatitis A,2
120,14/4/2019,20/4/2019,Acute Viral Hepatitis A,0
121,21/4/2019,27/4/2019,Acute Viral Hepatitis A,1
122,28/4/2019,4/5/2019,Acute Viral Hepatitis A,3
123,5/5/2019,11/5/2019,Acute Viral Hepatitis A,1
124,12/5/2019,18/5/2019,Acute Viral Hepatitis A,0
125,19/5/2019,25/5/2019,Acute Viral Hepatitis A,1
126,26/5/2019,1/6/2019,Acute Viral Hepatitis A,1
127,2/6/2019,8/6/2019,Acute Viral Hepatitis A,0
128,9/6/2019,15/6/2019,Acute Viral Hepatitis A,0
129,16/6/2019,22/6/2019,Acute Viral Hepatitis A,0
130,23/6/2019,29/6/2019,Acute Viral Hepatitis A,1
131,30/6/2019,6/7/2019,Acute Viral Hepatitis A,3
132,7/7/2019,13/7/2019,Acute Viral Hepatitis A,0
133,14/7/2019,20/7/2019,Acute Viral Hepatitis A,0
134,21/7/2019,27/7/2019,Acute Viral Hepatitis A,4
135,28/7/2019,3/8/2019,Acute Viral Hepatitis A,0
136,4/8/2019,10/8/2019,Acute Viral Hepatitis A,2
137,11/8/2019,17/8/2019,Acute Viral Hepatitis A,2
138,18/8/2019,24/8/2019,Acute Viral Hepatitis A,1
139,25/8/2019,31/8/2019,Acute Viral Hepatitis A,3
140,1/9/2019,7/9/2019,Acute Viral Hepatitis A,0
141,8/9/2019,14/9/2019,Acute Viral Hepatitis A,1
142,15/9/2019,21/9/2019,Acute Viral Hepatitis A,2
143,22/9/2019,28/9/2019,Acute Viral Hepatitis A,2
144,29/9/2019,5/10/2019,Acute Viral Hepatitis A,0
145,6/10/2019,12/10/2019,Acute Viral Hepatitis A,1
146,13/10/2019,19/10/2019,Acute Viral Hepatitis A,1
147,20/10/2019,26/10/2019,Acute Viral Hepatitis A,2
148,27/10/2019,2/11/2019,Acute Viral Hepatitis A,1
149,3/11/2019,9/11/2019,Acute Viral Hepatitis A,3
150,10/11/2019,16/11/2019,Acute Viral Hepatitis A,2
151,17/11/2019,23/11/2019,Acute Viral Hepatitis A,1
152,24/11/2019,30/11/2019,Acute Viral Hepatitis A,1
153,1/12/2019,7/12/2019,Acute Viral Hepatitis A,2
154,8/12/2019,14/12/2019,Acute Viral Hepatitis A,0
155,15/12/2019,21/12/2019,Acute Viral Hepatitis A,2
156,22/12/2019,28/12/2019,Acute Viral Hepatitis A,0
157,29/12/2019,4/1/2020,Acute Viral Hepatitis A,2
158,5/1/2020,11/1/2020,Acute Viral Hepatitis A,1
159,12/1/2020,18/1/2020,Acute Viral Hepatitis A,1
160,19/1/2020,25/1/2020,Acute Viral Hepatitis A,1
161,26/1/2020,1/2/2020,Acute Viral Hepatitis A,0
162,2/2/2020,8/2/2020,Acute Viral Hepatitis A,0
163,9/2/2020,15/2/2020,Acute Viral Hepatitis A,0
164,16/2/2020,22/2/2020,Acute Viral Hepatitis A,0
165,23/2/2020,29/2/2020,Acute Viral Hepatitis A,1
166,1/3/2020,7/3/2020,Acute Viral Hepatitis A,1
167,8/3/2020,14/3/2020,Acute Viral Hepatitis A,1
168,15/3/2020,21/3/2020,Acute Viral Hepatitis A,2
169,22/3/2020,28/3/2020,Acute Viral Hepatitis A,0
170,29/3/2020,4/4/2020,Acute Viral Hepatitis A,1
171,5/4/2020,11/4/2020,Acute Viral Hepatitis A,0
172,12/4/2020,18/4/2020,Acute Viral Hepatitis A,1
173,19/4/2020,25/4/2020,Acute Viral Hepatitis A,0
174,26/4/2020,2/5/2020,Acute Viral Hepatitis A,1
175,3/5/2020,9/5/2020,Acute Viral Hepatitis A,0
176,10/5/2020,16/5/2020,Acute Viral Hepatitis A,0
177,17/5/2020,23/5/2020,Acute Viral Hepatitis A,0
178,24/5/2020,30/5/2020,Acute Viral Hepatitis A,1
179,31/5/2020,6/6/2020,Acute Viral Hepatitis A,1
180,7/6/2020,13/6/2020,Acute Viral Hepatitis A,0
181,14/6/2020,20/6/2020,Acute Viral Hepatitis A,0
182,21/6/2020,27/6/2020,Acute Viral Hepatitis A,0
183,28/6/2020,4/7/2020,Acute Viral Hepatitis A,1
184,5/7/2020,11/7/2020,Acute Viral Hepatitis A,2
185,12/7/2020,18/7/2020,Acute Viral Hepatitis A,0
186,19/7/2020,25/7/2020,Acute Viral Hepatitis A,0
187,26/7/2020,1/8/2020,Acute Viral Hepatitis A,0
188,2/8/2020,8/8/2020,Acute Viral Hepatitis A,0
189,9/8/2020,15/8/2020,Acute Viral Hepatitis A,1
190,16/8/2020,22/8/2020,Acute Viral Hepatitis A,0
191,23/8/2020,29/8/2020,Acute Viral Hepatitis A,0
192,30/8/2020,5/9/2020,Acute Viral Hepatitis A,2
193,6/9/2020,12/9/2020,Acute Viral Hepatitis A,0
194,13/9/2020,19/9/2020,Acute Viral Hepatitis A,1
195,20/9/2020,26/9/2020,Acute Viral Hepatitis A,1
196,27/9/2020,3/10/2020,Acute Viral Hepatitis A,0
197,4/10/2020,10/10/2020,Acute Viral Hepatitis A,0
198,11/10/2020,17/10/2020,Acute Viral Hepatitis A,0
199,18/10/2020,24/10/2020,Acute Viral Hepatitis A,0
200,25/10/2020,31/10/2020,Acute Viral Hepatitis A,0
201,1/11/2020,7/11/2020,Acute Viral Hepatitis A,0
202,8/11/2020,14/11/2020,Acute Viral Hepatitis A,2
203,15/11/2020,21/11/2020,Acute Viral Hepatitis A,0
204,22/11/2020,28/11/2020,Acute Viral Hepatitis A,0
205,29/11/2020,5/12/2020,Acute Viral Hepatitis A,0
206,6/12/2020,12/12/2020,Acute Viral Hepatitis A,0
207,13/12/2020,19/12/2020,Acute Viral Hepatitis A,0
208,20/12/2020,26/12/2020,Acute Viral Hepatitis A,0
209,27/12/2020,2/1/2021,Acute Viral Hepatitis A,1
1,1/1/2017,7/1/2017,Acute Viral Hepatitis E,3
2,8/1/2017,14/1/2017,Acute Viral Hepatitis E,1
3,15/1/2017,21/1/2017,Acute Viral Hepatitis E,2
4,22/1/2017,28/1/2017,Acute Viral Hepatitis E,0
5,29/1/2017,4/2/2017,Acute Viral Hepatitis E,2
6,5/2/2017,11/2/2017,Acute Viral Hepatitis E,0
7,12/2/2017,18/2/2017,Acute Viral Hepatitis E,0
8,19/2/2017,25/2/2017,Acute Viral Hepatitis E,0
9,26/2/2017,4/3/2017,Acute Viral Hepatitis E,2
10,5/3/2017,11/3/2017,Acute Viral Hepatitis E,1
11,12/3/2017,18/3/2017,Acute Viral Hepatitis E,0
12,19/3/2017,25/3/2017,Acute Viral Hepatitis E,3
13,26/3/2017,1/4/2017,Acute Viral Hepatitis E,2
14,2/4/2017,8/4/2017,Acute Viral Hepatitis E,1
15,9/4/2017,15/4/2017,Acute Viral Hepatitis E,1
16,16/4/2017,22/4/2017,Acute Viral Hepatitis E,0
17,23/4/2017,29/4/2017,Acute Viral Hepatitis E,2
18,30/4/2017,6/5/2017,Acute Viral Hepatitis E,0
19,7/5/2017,13/5/2017,Acute Viral Hepatitis E,0
20,14/5/2017,20/5/2017,Acute Viral Hepatitis E,2
21,21/5/2017,27/5/2017,Acute Viral Hepatitis E,0
22,28/5/2017,3/6/2017,Acute Viral Hepatitis E,1
23,4/6/2017,10/6/2017,Acute Viral Hepatitis E,1
24,11/6/2017,17/6/2017,Acute Viral Hepatitis E,0
25,18/6/2017,24/6/2017,Acute Viral Hepatitis E,2
26,25/6/2017,1/7/2017,Acute Viral Hepatitis E,1
27,2/7/2017,8/7/2017,Acute Viral Hepatitis E,2
28,9/7/2017,15/7/2017,Acute Viral Hepatitis E,3
29,16/7/2017,22/7/2017,Acute Viral Hepatitis E,0
30,23/7/2017,29/7/2017,Acute Viral Hepatitis E,4
31,30/7/2017,5/8/2017,Acute Viral Hepatitis E,4
32,6/8/2017,12/8/2017,Acute Viral Hepatitis E,0
33,13/8/2017,19/8/2017,Acute Viral Hepatitis E,7
34,20/8/2017,26/8/2017,Acute Viral Hepatitis E,1
35,27/8/2017,2/9/2017,Acute Viral Hepatitis E,3
36,3/9/2017,9/9/2017,Acute Viral Hepatitis E,3
37,10/9/2017,16/9/2017,Acute Viral Hepatitis E,2
38,17/9/2017,23/9/2017,Acute Viral Hepatitis E,4
39,24/9/2017,30/9/2017,Acute Viral Hepatitis E,0
40,1/10/2017,7/10/2017,Acute Viral Hepatitis E,1
41,8/10/2017,14/10/2017,Acute Viral Hepatitis E,0
42,15/10/2017,21/10/2017,Acute Viral Hepatitis E,1
43,22/10/2017,28/10/2017,Acute Viral Hepatitis E,2
44,29/10/2017,4/11/2017,Acute Viral Hepatitis E,3
45,5/11/2017,11/11/2017,Acute Viral Hepatitis E,0
46,12/11/2017,18/11/2017,Acute Viral Hepatitis E,1
47,19/11/2017,25/11/2017,Acute Viral Hepatitis E,2
48,26/11/2017,2/12/2017,Acute Viral Hepatitis E,1
49,3/12/2017,9/12/2017,Acute Viral Hepatitis E,5
50,10/12/2017,16/12/2017,Acute Viral Hepatitis E,0
51,17/12/2017,23/12/2017,Acute Viral Hepatitis E,0
52,24/12/2017,30/12/2017,Acute Viral Hepatitis E,0
53,31/12/2017,6/1/2018,Acute Viral Hepatitis E,0
54,7/1/2018,13/1/2018,Acute Viral Hepatitis E,1
55,14/1/2018,20/1/2018,Acute Viral Hepatitis E,1
56,21/1/2018,27/1/2018,Acute Viral Hepatitis E,2
57,28/1/2018,3/2/2018,Acute Viral Hepatitis E,0
58,4/2/2018,10/2/2018,Acute Viral Hepatitis E,1
59,11/2/2018,17/2/2018,Acute Viral Hepatitis E,2
60,18/2/2018,24/2/2018,Acute Viral Hepatitis E,2
61,25/2/2018,3/3/2018,Acute Viral Hepatitis E,3
62,4/3/2018,10/3/2018,Acute Viral Hepatitis E,0
63,11/3/2018,17/3/2018,Acute Viral Hepatitis E,1
64,18/3/2018,24/3/2018,Acute Viral Hepatitis E,1
65,25/3/2018,31/3/2018,Acute Viral Hepatitis E,1
66,1/4/2018,7/4/2018,Acute Viral Hepatitis E,3
67,8/4/2018,14/4/2018,Acute Viral Hepatitis E,2
68,15/4/2018,21/4/2018,Acute Viral Hepatitis E,2
69,22/4/2018,28/4/2018,Acute Viral Hepatitis E,3
70,29/4/2018,5/5/2018,Acute Viral Hepatitis E,0
71,6/5/2018,12/5/2018,Acute Viral Hepatitis E,1
72,13/5/2018,19/5/2018,Acute Viral Hepatitis E,1
73,20/5/2018,26/5/2018,Acute Viral Hepatitis E,3
74,27/5/2018,2/6/2018,Acute Viral Hepatitis E,0
75,3/6/2018,9/6/2018,Acute Viral Hepatitis E,0
76,10/6/2018,16/6/2018,Acute Viral Hepatitis E,1
77,17/6/2018,23/6/2018,Acute Viral Hepatitis E,1
78,24/6/2018,30/6/2018,Acute Viral Hepatitis E,1
79,1/7/2018,7/7/2018,Acute Viral Hepatitis E,2
80,8/7/2018,14/7/2018,Acute Viral Hepatitis E,2
81,15/7/2018,21/7/2018,Acute Viral Hepatitis E,0
82,22/7/2018,28/7/2018,Acute Viral Hepatitis E,0
83,29/7/2018,4/8/2018,Acute Viral Hepatitis E,1
84,5/8/2018,11/8/2018,Acute Viral Hepatitis E,0
85,12/8/2018,18/8/2018,Acute Viral Hepatitis E,1
86,19/8/2018,25/8/2018,Acute Viral Hepatitis E,0
87,26/8/2018,1/9/2018,Acute Viral Hepatitis E,0
88,2/9/2018,8/9/2018,Acute Viral Hepatitis E,3
89,9/9/2018,15/9/2018,Acute Viral Hepatitis E,2
90,16/9/2018,22/9/2018,Acute Viral Hepatitis E,1
91,23/9/2018,29/9/2018,Acute Viral Hepatitis E,0
92,30/9/2018,6/10/2018,Acute Viral Hepatitis E,0
93,7/10/2018,13/10/2018,Acute Viral Hepatitis E,1
94,14/10/2018,20/10/2018,Acute Viral Hepatitis E,0
95,21/10/2018,27/10/2018,Acute Viral Hepatitis E,3
96,28/10/2018,3/11/2018,Acute Viral Hepatitis E,0
97,4/11/2018,10/11/2018,Acute Viral Hepatitis E,1
98,11/11/2018,17/11/2018,Acute Viral Hepatitis E,1
99,18/11/2018,24/11/2018,Acute Viral Hepatitis E,0
100,25/11/2018,1/12/2018,Acute Viral Hepatitis E,1
101,2/12/2018,8/12/2018,Acute Viral Hepatitis E,0
102,9/12/2018,15/12/2018,Acute Viral Hepatitis E,0
103,16/12/2018,22/12/2018,Acute Viral Hepatitis E,0
104,23/12/2018,29/12/2018,Acute Viral Hepatitis E,1
105,30/12/2018,5/1/2019,Acute Viral Hepatitis E,1
106,6/1/2019,12/1/2019,Acute Viral Hepatitis E,0
107,13/1/2019,19/1/2019,Acute Viral Hepatitis E,0
108,20/1/2019,26/1/2019,Acute Viral Hepatitis E,0
109,27/1/2019,2/2/2019,Acute Viral Hepatitis E,0
110,3/2/2019,9/2/2019,Acute Viral Hepatitis E,0
111,10/2/2019,16/2/2019,Acute Viral Hepatitis E,0
112,17/2/2019,23/2/2019,Acute Viral Hepatitis E,2
113,24/2/2019,2/3/2019,Acute Viral Hepatitis E,2
114,3/3/2019,9/3/2019,Acute Viral Hepatitis E,1
115,10/3/2019,16/3/2019,Acute Viral Hepatitis E,1
116,17/3/2019,23/3/2019,Acute Viral Hepatitis E,0
117,24/3/2019,30/3/2019,Acute Viral Hepatitis E,1
118,31/3/2019,6/4/2019,Acute Viral Hepatitis E,4
119,7/4/2019,13/4/2019,Acute Viral Hepatitis E,0
120,14/4/2019,20/4/2019,Acute Viral Hepatitis E,0
121,21/4/2019,27/4/2019,Acute Viral Hepatitis E,0
122,28/4/2019,4/5/2019,Acute Viral Hepatitis E,0
123,5/5/2019,11/5/2019,Acute Viral Hepatitis E,2
124,12/5/2019,18/5/2019,Acute Viral Hepatitis E,0
125,19/5/2019,25/5/2019,Acute Viral Hepatitis E,0
126,26/5/2019,1/6/2019,Acute Viral Hepatitis E,0
127,2/6/2019,8/6/2019,Acute Viral Hepatitis E,1
128,9/6/2019,15/6/2019,Acute Viral Hepatitis E,0
129,16/6/2019,22/6/2019,Acute Viral Hepatitis E,1
130,23/6/2019,29/6/2019,Acute Viral Hepatitis E,1
131,30/6/2019,6/7/2019,Acute Viral Hepatitis E,0
132,7/7/2019,13/7/2019,Acute Viral Hepatitis E,0
133,14/7/2019,20/7/2019,Acute Viral Hepatitis E,1
134,21/7/2019,27/7/2019,Acute Viral Hepatitis E,2
135,28/7/2019,3/8/2019,Acute Viral Hepatitis E,1
136,4/8/2019,10/8/2019,Acute Viral Hepatitis E,0
137,11/8/2019,17/8/2019,Acute Viral Hepatitis E,0
138,18/8/2019,24/8/2019,Acute Viral Hepatitis E,2
139,25/8/2019,31/8/2019,Acute Viral Hepatitis E,0
140,1/9/2019,7/9/2019,Acute Viral Hepatitis E,1
141,8/9/2019,14/9/2019,Acute Viral Hepatitis E,2
142,15/9/2019,21/9/2019,Acute Viral Hepatitis E,1
143,22/9/2019,28/9/2019,Acute Viral Hepatitis E,0
144,29/9/2019,5/10/2019,Acute Viral Hepatitis E,2
145,6/10/2019,12/10/2019,Acute Viral Hepatitis E,0
146,13/10/2019,19/10/2019,Acute Viral Hepatitis E,0
147,20/10/2019,26/10/2019,Acute Viral Hepatitis E,1
148,27/10/2019,2/11/2019,Acute Viral Hepatitis E,0
149,3/11/2019,9/11/2019,Acute Viral Hepatitis E,2
150,10/11/2019,16/11/2019,Acute Viral Hepatitis E,1
151,17/11/2019,23/11/2019,Acute Viral Hepatitis E,2
152,24/11/2019,30/11/2019,Acute Viral Hepatitis E,0
153,1/12/2019,7/12/2019,Acute Viral Hepatitis E,1
154,8/12/2019,14/12/2019,Acute Viral Hepatitis E,1
155,15/12/2019,21/12/2019,Acute Viral Hepatitis E,2
156,22/12/2019,28/12/2019,Acute Viral Hepatitis E,0
157,29/12/2019,4/1/2020,Acute Viral Hepatitis E,1
158,5/1/2020,11/1/2020,Acute Viral Hepatitis E,0
159,12/1/2020,18/1/2020,Acute Viral Hepatitis E,1
160,19/1/2020,25/1/2020,Acute Viral Hepatitis E,0
161,26/1/2020,1/2/2020,Acute Viral Hepatitis E,1
162,2/2/2020,8/2/2020,Acute Viral Hepatitis E,3
163,9/2/2020,15/2/2020,Acute Viral Hepatitis E,2
164,16/2/2020,22/2/2020,Acute Viral Hepatitis E,1
165,23/2/2020,29/2/2020,Acute Viral Hepatitis E,0
166,1/3/2020,7/3/2020,Acute Viral Hepatitis E,3
167,8/3/2020,14/3/2020,Acute Viral Hepatitis E,1
168,15/3/2020,21/3/2020,Acute Viral Hepatitis E,1
169,22/3/2020,28/3/2020,Acute Viral Hepatitis E,0
170,29/3/2020,4/4/2020,Acute Viral Hepatitis E,1
171,5/4/2020,11/4/2020,Acute Viral Hepatitis E,1
172,12/4/2020,18/4/2020,Acute Viral Hepatitis E,1
173,19/4/2020,25/4/2020,Acute Viral Hepatitis E,0
