,Country Name,Indicator Name,Year,Death Rate
364,Heavily indebted poor countries (HIPC),"Death rate, crude (per 1,000 people)",1961-01-01,23.53745503
365,Croatia,"Death rate, crude (per 1,000 people)",1961-01-01,9.1
366,Haiti,"Death rate, crude (per 1,000 people)",1961-01-01,20.887
367,Hungary,"Death rate, crude (per 1,000 people)",1961-01-01,9.6
368,IBRD only,"Death rate, crude (per 1,000 people)",1961-01-01,14.89994632
369,IDA & IBRD total,"Death rate, crude (per 1,000 people)",1961-01-01,16.14019167
370,IDA total,"Death rate, crude (per 1,000 people)",1961-01-01,22.05280282
371,IDA blend,"Death rate, crude (per 1,000 people)",1961-01-01,21.82345292
372,Indonesia,"Death rate, crude (per 1,000 people)",1961-01-01,17.641
373,IDA only,"Death rate, crude (per 1,000 people)",1961-01-01,22.1541365
374,Isle of Man,"Death rate, crude (per 1,000 people)",1961-01-01,17.589
375,India,"Death rate, crude (per 1,000 people)",1961-01-01,19.446
376,Not classified,"Death rate, crude (per 1,000 people)",1961-01-01,
377,Ireland,"Death rate, crude (per 1,000 people)",1961-01-01,12.3
378,"Iran, Islamic Rep.","Death rate, crude (per 1,000 people)",1961-01-01,22.268
379,Iraq,"Death rate, crude (per 1,000 people)",1961-01-01,13.788
380,Iceland,"Death rate, crude (per 1,000 people)",1961-01-01,7.0
381,Israel,"Death rate, crude (per 1,000 people)",1961-01-01,5.8
382,Italy,"Death rate, crude (per 1,000 people)",1961-01-01,9.3
383,Jamaica,"Death rate, crude (per 1,000 people)",1961-01-01,8.796
384,Jordan,"Death rate, crude (per 1,000 people)",1961-01-01,14.996
385,Japan,"Death rate, crude (per 1,000 people)",1961-01-01,7.4
386,Kazakhstan,"Death rate, crude (per 1,000 people)",1961-01-01,12.538
387,Kenya,"Death rate, crude (per 1,000 people)",1961-01-01,17.869
388,Kyrgyz Republic,"Death rate, crude (per 1,000 people)",1961-01-01,15.921
389,Cambodia,"Death rate, crude (per 1,000 people)",1961-01-01,20.439
390,Kiribati,"Death rate, crude (per 1,000 people)",1961-01-01,18.901
391,St. Kitts and Nevis,"Death rate, crude (per 1,000 people)",1961-01-01,15.198
392,"Korea, Rep.","Death rate, crude (per 1,000 people)",1961-01-01,12.255
393,Kuwait,"Death rate, crude (per 1,000 people)",1961-01-01,10.818
394,Latin America & Caribbean (excluding high income),"Death rate, crude (per 1,000 people)",1961-01-01,13.32254908
395,Lao PDR,"Death rate, crude (per 1,000 people)",1961-01-01,22.452
396,Lebanon,"Death rate, crude (per 1,000 people)",1961-01-01,9.5
397,Liberia,"Death rate, crude (per 1,000 people)",1961-01-01,25.683
398,Libya,"Death rate, crude (per 1,000 people)",1961-01-01,24.413
399,St. Lucia,"Death rate, crude (per 1,000 people)",1961-01-01,13.391
400,Latin America & Caribbean,"Death rate, crude (per 1,000 people)",1961-01-01,12.91390454
401,Least developed countries: UN classification,"Death rate, crude (per 1,000 people)",1961-01-01,23.16662143
402,Low income,"Death rate, crude (per 1,000 people)",1961-01-01,23.38225779
403,Liechtenstein,"Death rate, crude (per 1,000 people)",1961-01-01,7.8
404,Sri Lanka,"Death rate, crude (per 1,000 people)",1961-01-01,10.507
405,Lower middle income,"Death rate, crude (per 1,000 people)",1961-01-01,19.41188308
406,Low & middle income,"Death rate, crude (per 1,000 people)",1961-01-01,16.86416458
407,Lesotho,"Death rate, crude (per 1,000 people)",1961-01-01,17.175
408,Late-demographic dividend,"Death rate, crude (per 1,000 people)",1961-01-01,12.87060022
409,Lithuania,"Death rate, crude (per 1,000 people)",1961-01-01,7.9
410,Luxembourg,"Death rate, crude (per 1,000 people)",1961-01-01,11.4
411,Latvia,"Death rate, crude (per 1,000 people)",1961-01-01,10.1
412,"Macao SAR, China","Death rate, crude (per 1,000 people)",1961-01-01,8.613
413,St. Martin (French part),"Death rate, crude (per 1,000 people)",1961-01-01,6.755
414,Morocco,"Death rate, crude (per 1,000 people)",1961-01-01,21.213
415,Monaco,"Death rate, crude (per 1,000 people)",1961-01-01,
416,Moldova,"Death rate, crude (per 1,000 people)",1961-01-01,10.731
417,Madagascar,"Death rate, crude (per 1,000 people)",1961-01-01,21.139
418,Maldives,"Death rate, crude (per 1,000 people)",1961-01-01,26.525
419,Middle East & North Africa,"Death rate, crude (per 1,000 people)",1961-01-01,20.82380656
420,Mexico,"Death rate, crude (per 1,000 people)",1961-01-01,12.844
421,Marshall Islands,"Death rate, crude (per 1,000 people)",1961-01-01,15.623
422,Middle income,"Death rate, crude (per 1,000 people)",1961-01-01,16.41272004
423,North Macedonia,"Death rate, crude (per 1,000 people)",1961-01-01,11.946
424,Mali,"Death rate, crude (per 1,000 people)",1961-01-01,34.912
425,Malta,"Death rate, crude (per 1,000 people)",1961-01-01,9.0
426,Myanmar,"Death rate, crude (per 1,000 people)",1961-01-01,20.241
427,Middle East & North Africa (excluding high income),"Death rate, crude (per 1,000 people)",1961-01-01,21.21702248
428,Montenegro,"Death rate, crude (per 1,000 people)",1961-01-01,9.397
429,Mongolia,"Death rate, crude (per 1,000 people)",1961-01-01,23.502
430,Northern Mariana Islands,"Death rate, crude (per 1,000 people)",1961-01-01,
431,Mozambique,"Death rate, crude (per 1,000 people)",1961-01-01,22.928
432,Mauritania,"Death rate, crude (per 1,000 people)",1961-01-01,18.62
433,Mauritius,"Death rate, crude (per 1,000 people)",1961-01-01,9.8
434,Malawi,"Death rate, crude (per 1,000 people)",1961-01-01,29.729
435,Malaysia,"Death rate, crude (per 1,000 people)",1961-01-01,10.621
436,North America,"Death rate, crude (per 1,000 people)",1961-01-01,9.155251978
437,Namibia,"Death rate, crude (per 1,000 people)",1961-01-01,17.782
438,New Caledonia,"Death rate, crude (per 1,000 people)",1961-01-01,9.3
439,Niger,"Death rate, crude (per 1,000 people)",1961-01-01,27.444
440,Nigeria,"Death rate, crude (per 1,000 people)",1961-01-01,25.999
441,Nicaragua,"Death rate, crude (per 1,000 people)",1961-01-01,18.161
442,Netherlands,"Death rate, crude (per 1,000 people)",1961-01-01,7.6
443,Norway,"Death rate, crude (per 1,000 people)",1961-01-01,9.2
444,Nepal,"Death rate, crude (per 1,000 people)",1961-01-01,24.627
445,Nauru,"Death rate, crude (per 1,000 people)",1961-01-01,10.618
446,New Zealand,"Death rate, crude (per 1,000 people)",1961-01-01,8.98
447,OECD members,"Death rate, crude (per 1,000 people)",1961-01-01,10.04531897
448,Oman,"Death rate, crude (per 1,000 people)",1961-01-01,29.199
449,Other small states,"Death rate, crude (per 1,000 people)",1961-01-01,14.57339461
450,Pakistan,"Death rate, crude (per 1,000 people)",1961-01-01,20.184
451,Panama,"Death rate, crude (per 1,000 people)",1961-01-01,9.576
452,Peru,"Death rate, crude (per 1,000 people)",1961-01-01,16.782
453,Philippines,"Death rate, crude (per 1,000 people)",1961-01-01,10.105
454,Palau,"Death rate, crude (per 1,000 people)",1961-01-01,
455,Papua New Guinea,"Death rate, crude (per 1,000 people)",1961-01-01,16.431
456,Poland,"Death rate, crude (per 1,000 people)",1961-01-01,7.6
457,Pre-demographic dividend,"Death rate, crude (per 1,000 people)",1961-01-01,24.39555539
458,Puerto Rico,"Death rate, crude (per 1,000 people)",1961-01-01,6.8
459,"Korea, Dem. People's Rep.","Death rate, crude (per 1,000 people)",1961-01-01,11.649
460,Portugal,"Death rate, crude (per 1,000 people)",1961-01-01,11.2
461,Paraguay,"Death rate, crude (per 1,000 people)",1961-01-01,10.051
462,West Bank and Gaza,"Death rate, crude (per 1,000 people)",1961-01-01,
463,Pacific island small states,"Death rate, crude (per 1,000 people)",1961-01-01,12.53580471
464,Post-demographic dividend,"Death rate, crude (per 1,000 people)",1961-01-01,9.487940213
465,French Polynesia,"Death rate, crude (per 1,000 people)",1961-01-01,9.431
466,Qatar,"Death rate, crude (per 1,000 people)",1961-01-01,10.777
467,Romania,"Death rate, crude (per 1,000 people)",1961-01-01,8.7
468,Russian Federation,"Death rate, crude (per 1,000 people)",1961-01-01,7.59
469,Rwanda,"Death rate, crude (per 1,000 people)",1961-01-01,18.693
470,South Asia,"Death rate, crude (per 1,000 people)",1961-01-01,19.72222526
471,Saudi Arabia,"Death rate, crude (per 1,000 people)",1961-01-01,20.492
472,Sudan,"Death rate, crude (per 1,000 people)",1961-01-01,17.767
473,Senegal,"Death rate, crude (per 1,000 people)",1961-01-01,24.863
474,Singapore,"Death rate, crude (per 1,000 people)",1961-01-01,5.9
475,Solomon Islands,"Death rate, crude (per 1,000 people)",1961-01-01,16.722
476,Sierra Leone,"Death rate, crude (per 1,000 people)",1961-01-01,30.298
477,El Salvador,"Death rate, crude (per 1,000 people)",1961-01-01,17.45
478,San Marino,"Death rate, crude (per 1,000 people)",1961-01-01,
479,Somalia,"Death rate, crude (per 1,000 people)",1961-01-01,21.018
480,Serbia,"Death rate, crude (per 1,000 people)",1961-01-01,8.782
481,Sub-Saharan Africa (excluding high income),"Death rate, crude (per 1,000 people)",1961-01-01,22.98402094
482,South Sudan,"Death rate, crude (per 1,000 people)",1961-01-01,35.935
483,Sub-Saharan Africa,"Death rate, crude (per 1,000 people)",1961-01-01,22.98402094
484,Small states,"Death rate, crude (per 1,000 people)",1961-01-01,13.5996307
485,Sao Tome and Principe,"Death rate, crude (per 1,000 people)",1961-01-01,21.079
486,Suriname,"Death rate, crude (per 1,000 people)",1961-01-01,11.659
487,Slovak Republic,"Death rate, crude (per 1,000 people)",1961-01-01,7.5
488,Slovenia,"Death rate, crude (per 1,000 people)",1961-01-01,8.8
489,Sweden,"Death rate, crude (per 1,000 people)",1961-01-01,9.8
490,Eswatini,"Death rate, crude (per 1,000 people)",1961-01-01,18.564
491,Sint Maarten (Dutch part),"Death rate, crude (per 1,000 people)",1961-01-01,10.844
492,Seychelles,"Death rate, crude (per 1,000 people)",1961-01-01,
493,Syrian Arab Republic,"Death rate, crude (per 1,000 people)",1961-01-01,15.485
494,Turks and Caicos Islands,"Death rate, crude (per 1,000 people)",1961-01-01,14.795
495,Chad,"Death rate, crude (per 1,000 people)",1961-01-01,26.049
496,East Asia & Pacific (IDA & IBRD countries),"Death rate, crude (per 1,000 people)",1961-01-01,14.51547903
497,Europe & Central Asia (IDA & IBRD countries),"Death rate, crude (per 1,000 people)",1961-01-01,9.371343951
498,Togo,"Death rate, crude (per 1,000 people)",1961-01-01,22.209
499,Thailand,"Death rate, crude (per 1,000 people)",1961-01-01,13.929
500,Tajikistan,"Death rate, crude (per 1,000 people)",1961-01-01,16.341
501,Turkmenistan,"Death rate, crude (per 1,000 people)",1961-01-01,16.619
502,Latin America & the Caribbean (IDA & IBRD countries),"Death rate, crude (per 1,000 people)",1961-01-01,13.14071651
503,Timor-Leste,"Death rate, crude (per 1,000 people)",1961-01-01,30.225
504,Middle East & North Africa (IDA & IBRD countries),"Death rate, crude (per 1,000 people)",1961-01-01,21.21702248
505,Tonga,"Death rate, crude (per 1,000 people)",1961-01-01,10.426
506,South Asia (IDA & IBRD),"Death rate, crude (per 1,000 people)",1961-01-01,19.72222526
507,Sub-Saharan Africa (IDA & IBRD countries),"Death rate, crude (per 1,000 people)",1961-01-01,22.98402094
508,Trinidad and Tobago,"Death rate, crude (per 1,000 people)",1961-01-01,8.105
509,Tunisia,"Death rate, crude (per 1,000 people)",1961-01-01,21.238
510,Turkiye,"Death rate, crude (per 1,000 people)",1961-01-01,17.023
511,Tuvalu,"Death rate, crude (per 1,000 people)",1961-01-01,18.29
512,Tanzania,"Death rate, crude (per 1,000 people)",1961-01-01,20.894
513,Uganda,"Death rate, crude (per 1,000 people)",1961-01-01,18.687
514,Ukraine,"Death rate, crude (per 1,000 people)",1961-01-01,7.602
515,Upper middle income,"Death rate, crude (per 1,000 people)",1961-01-01,14.20892581
516,Uruguay,"Death rate, crude (per 1,000 people)",1961-01-01,9.686
517,United States,"Death rate, crude (per 1,000 people)",1961-01-01,9.3
518,Uzbekistan,"Death rate, crude (per 1,000 people)",1961-01-01,14.727
519,St. Vincent and the Grenadines,"Death rate, crude (per 1,000 people)",1961-01-01,13.408
520,"Venezuela, RB","Death rate, crude (per 1,000 people)",1961-01-01,9.501
521,British Virgin Islands,"Death rate, crude (per 1,000 people)",1961-01-01,11.778
522,Virgin Islands (U.S.),"Death rate, crude (per 1,000 people)",1961-01-01,9.68
523,Viet Nam,"Death rate, crude (per 1,000 people)",1961-01-01,10.9
524,Vanuatu,"Death rate, crude (per 1,000 people)",1961-01-01,16.138
525,World,"Death rate, crude (per 1,000 people)",1961-01-01,14.58329394
526,Samoa,"Death rate, crude (per 1,000 people)",1961-01-01,12.307
527,Kosovo,"Death rate, crude (per 1,000 people)",1961-01-01,10.362
528,"Yemen, Rep.","Death rate, crude (per 1,000 people)",1961-01-01,32.711
529,South Africa,"Death rate, crude (per 1,000 people)",1961-01-01,13.81
530,Zambia,"Death rate, crude (per 1,000 people)",1961-01-01,17.019
531,Zimbabwe,"Death rate, crude (per 1,000 people)",1961-01-01,13.919
532,Aruba,"Death rate, crude (per 1,000 people)",1962-01-01,6.394
533,Africa Eastern and Southern,"Death rate, crude (per 1,000 people)",1962-01-01,20.39311821
534,Afghanistan,"Death rate, crude (per 1,000 people)",1962-01-01,30.845
535,Africa Western and Central,"Death rate, crude (per 1,000 people)",1962-01-01,25.64397716
536,Angola,"Death rate, crude (per 1,000 people)",1962-01-01,27.211
537,Albania,"Death rate, crude (per 1,000 people)",1962-01-01,14.871
538,Andorra,"Death rate, crude (per 1,000 people)",1962-01-01,
539,Arab World,"Death rate, crude (per 1,000 people)",1962-01-01,20.33285131
540,United Arab Emirates,"Death rate, crude (per 1,000 people)",1962-01-01,14.29
541,Argentina,"Death rate, crude (per 1,000 people)",1962-01-01,8.924
542,Armenia,"Death rate, crude (per 1,000 people)",1962-01-01,11.213
543,American Samoa,"Death rate, crude (per 1,000 people)",1962-01-01,
544,Antigua and Barbuda,"Death rate, crude (per 1,000 people)",1962-01-01,8.788
545,Australia,"Death rate, crude (per 1,000 people)",1962-01-01,8.7
546,Austria,"Death rate, crude (per 1,000 people)",1962-01-01,12.7
547,Azerbaijan,"Death rate, crude (per 1,000 people)",1962-01-01,14.026
548,Burundi,"Death rate, crude (per 1,000 people)",1962-01-01,21.2
549,Belgium,"Death rate, crude (per 1,000 people)",1962-01-01,12.2
550,Benin,"Death rate, crude (per 1,000 people)",1962-01-01,27.765
551,Burkina Faso,"Death rate, crude (per 1,000 people)",1962-01-01,26.658
552,Bangladesh,"Death rate, crude (per 1,000 people)",1962-01-01,19.732
553,Bulgaria,"Death rate, crude (per 1,000 people)",1962-01-01,8.7
554,Bahrain,"Death rate, crude (per 1,000 people)",1962-01-01,13.44
555,"Bahamas, The","Death rate, crude (per 1,000 people)",1962-01-01,7.855
556,Bosnia and Herzegovina,"Death rate, crude (per 1,000 people)",1962-01-01,8.758
557,Belarus,"Death rate, crude (per 1,000 people)",1962-01-01,7.811
558,Belize,"Death rate, crude (per 1,000 people)",1962-01-01,11.823
559,Bermuda,"Death rate, crude (per 1,000 people)",1962-01-01,7.4
560,Bolivia,"Death rate, crude (per 1,000 people)",1962-01-01,22.241
561,Brazil,"Death rate, crude (per 1,000 people)",1962-01-01,13.301
562,Barbados,"Death rate, crude (per 1,000 people)",1962-01-01,8.927
563,Brunei Darussalam,"Death rate, crude (per 1,000 people)",1962-01-01,10.449
564,Bhutan,"Death rate, crude (per 1,000 people)",1962-01-01,28.86
565,Botswana,"Death rate, crude (per 1,000 people)",1962-01-01,15.839
566,Central African Republic,"Death rate, crude (per 1,000 people)",1962-01-01,24.396
567,Canada,"Death rate, crude (per 1,000 people)",1962-01-01,7.7
568,Central Europe and the Baltics,"Death rate, crude (per 1,000 people)",1962-01-01,9.11482855
569,Switzerland,"Death rate, crude (per 1,000 people)",1962-01-01,9.9
570,Channel Islands,"Death rate, crude (per 1,000 people)",1962-01-01,11.89780825
571,Chile,"Death rate, crude (per 1,000 people)",1962-01-01,10.577
572,China,"Death rate, crude (per 1,000 people)",1962-01-01,10.02
573,Cote d'Ivoire,"Death rate, crude (per 1,000 people)",1962-01-01,25.73
574,Cameroon,"Death rate, crude (per 1,000 people)",1962-01-01,22.284
575,"Congo, Dem. Rep.","Death rate, crude (per 1,000 people)",1962-01-01,23.547
576,"Congo, Rep.","Death rate, crude (per 1,000 people)",1962-01-01,16.528
577,Colombia,"Death rate, crude (per 1,000 people)",1962-01-01,11.096
578,Comoros,"Death rate, crude (per 1,000 people)",1962-01-01,24.278
579,Cabo Verde,"Death rate, crude (per 1,000 people)",1962-01-01,17.338
580,Costa Rica,"Death rate, crude (per 1,000 people)",1962-01-01,9.716
581,Caribbean small states,"Death rate, crude (per 1,000 people)",1962-01-01,10.50236539
582,Cuba,"Death rate, crude (per 1,000 people)",1962-01-01,8.381
583,Curacao,"Death rate, crude (per 1,000 people)",1962-01-01,7.763
584,Cayman Islands,"Death rate, crude (per 1,000 people)",1962-01-01,
585,Cyprus,"Death rate, crude (per 1,000 people)",1962-01-01,9.425
586,Czechia,"Death rate, crude (per 1,000 people)",1962-01-01,10.8
587,Germany,"Death rate, crude (per 1,000 people)",1962-01-01,11.9
588,Djibouti,"Death rate, crude (per 1,000 people)",1962-01-01,19.78
589,Dominica,"Death rate, crude (per 1,000 people)",1962-01-01,11.68
590,Denmark,"Death rate, crude (per 1,000 people)",1962-01-01,9.8
591,Dominican Republic,"Death rate, crude (per 1,000 people)",1962-01-01,15.766
592,Algeria,"Death rate, crude (per 1,000 people)",1962-01-01,25.046
593,East Asia & Pacific (excluding high income),"Death rate, crude (per 1,000 people)",1962-01-01,11.29373003
594,Early-demographic dividend,"Death rate, crude (per 1,000 people)",1962-01-01,18.20604001
595,East Asia & Pacific,"Death rate, crude (per 1,000 people)",1962-01-01,10.85699546
596,Europe & Central Asia (excluding high income),"Death rate, crude (per 1,000 people)",1962-01-01,11.52085225
597,Europe & Central Asia,"Death rate, crude (per 1,000 people)",1962-01-01,10.17539117
598,Ecuador,"Death rate, crude (per 1,000 people)",1962-01-01,14.596
599,"Egypt, Arab Rep.","Death rate, crude (per 1,000 people)",1962-01-01,20.024
600,Euro area,"Death rate, crude (per 1,000 people)",1962-01-01,10.56876758
601,Eritrea,"Death rate, crude (per 1,000 people)",1962-01-01,24.93
602,Spain,"Death rate, crude (per 1,000 people)",1962-01-01,8.7
603,Estonia,"Death rate, crude (per 1,000 people)",1962-01-01,10.9
604,Ethiopia,"Death rate, crude (per 1,000 people)",1962-01-01,22.573
605,European Union,"Death rate, crude (per 1,000 people)",1962-01-01,10.22927915
